,X,HTP,CH_Haguenau,CH_Colmar,CH_Mulhouse,CH_Belfort,CH_Epinal,Bar_le_Duc,CH_Forbach,CH_Metz__Mercy_,CHU_Nancy__Central_,choix1,choix2,choix3
740,KIRCHBERG,"95,2","114,7","50,1","35,2","30,8",73,"167,8","157,8","149,2","111,8","CH,Belfort","CH,Belfort","CH,Mulhouse"
514,KIRCHHEIM,"16,9","37,6","49,6",73,91,"117,9","147,6","65,1","85,9","92,8",HTP,HTP,"CH,Haguenau"
733,KIRRBERG,"52,4","47,8","92,5","115,8","133,9","100,6",127,"48,1","68,8","72,3","CH,Haguenau","CH,Forbach","CH,Forbach"
883,KIRRWILLER,"27,2","22,6","73,3","96,6","114,6","118,2","144,7","62,2",83,"89,8","CH,Haguenau",HTP,HTP
748,KLEINGOEFT,"28,5","32,6","61,3","84,7","102,7","111,2","137,5","55,2","75,9","82,8",HTP,HTP,"CH,Haguenau"
44,KNOERINGUE,"88,1","107,6","49,7","28,1","51,1","116,8","210,1","150,7","171,5","155,3","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
864,KNOERSHEIM,"27,4","33,8","60,2","83,5","101,6","112,9","139,3","56,9","77,6","84,5",HTP,HTP,"CH,Haguenau"
408,KOESTLACH,"101,7","121,2","63,1",37,48,"113,2","208,2","164,3","185,1","152,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
586,KOETZINGUE,"82,5",102,"43,9","13,7","42,8","105,2","200,2","145,1","165,8","144,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
556,KOGENHEIM,"28,5",48,"28,1","51,4","69,4","97,4","162,4","95,7","116,4","107,6","CH,Colmar","CH,Colmar",HTP
334,KOLBSHEIM,"14,8","35,5","44,7",68,"86,1",114,"159,9","77,5","98,2","105,1",HTP,HTP,"CH,Haguenau"
680,KRAUTERGERSHEIM,18,"37,6","36,4","59,8","77,8","105,7","164,6","82,2","102,9","109,8",HTP,HTP,"CH,Colmar"
20,KRAUTWILLER,"17,3","10,7","63,6","86,7","104,7","116,5","142,9","60,5","81,3","88,2","CH,Haguenau",HTP,HTP
68,KRIEGSHEIM,20,"9,1","66,3","89,4","107,4","118,7","145,1","62,7","83,5","90,3","CH,Haguenau",HTP,HTP
258,KRUTH,"97,7","117,3","52,5","39,6",47,"59,1",154,"160,4","135,3",98,"CH,Mulhouse","CH,Mulhouse","CH,Belfort"
159,KUNHEIM,"54,6","74,1","20,7","42,1","60,1","105,4","176,6","117,2","138,1","121,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
371,KURTZENHOUSE,"21,6","14,1","67,7",91,"109,1","129,3","155,8","73,3",94,"100,9","CH,Haguenau",HTP,HTP
401,KUTTOLSHEIM,"17,8","33,8","56,8","80,1","98,2","121,2","147,7","65,2",86,"92,9",HTP,HTP,"CH,Haguenau"
36,KUTZENHAUSEN,"40,8","22,3",87,"110,2","128,2","139,2","165,6","83,2","103,9","110,8","CH,Haguenau",HTP,HTP
188,LA BROQUE,"41,4",61,"59,9","83,2","101,2","86,7",143,"95,6","116,4","88,2",HTP,HTP,"CH,Colmar"
357,LA PETITE-PIERRE,"44,3","39,7","88,7",112,130,"113,7","140,2",49,"69,7","85,3","CH,Haguenau",HTP,HTP
148,LA VANCELLE,"44,5",64,"31,2","54,6","72,6","80,2","145,2","107,1","126,6","90,3","CH,Colmar","CH,Colmar",HTP
356,LA WANTZENAU,"15,3","22,9","61,4","84,7","102,8","126,5",153,"70,5","91,2","98,1",HTP,HTP,"CH,Haguenau"
122,LABAROCHE,"66,4",86,"22,5",53,"66,7","86,1","165,2",129,"146,6","110,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
713,LALAYE,"42,6","62,2",36,"59,3","77,4","82,8","147,7","105,2",126,93,"CH,Colmar","CH,Colmar",HTP
651,LAMPERTHEIM,"11,2","20,6","58,3","81,6","99,7","124,2","150,6","68,2",89,"95,9",HTP,HTP,"CH,Haguenau"
185,LAMPERTSLOCH,"44,1","25,7","90,2","113,5","131,5","142,5","168,9","86,5","107,3","114,2","CH,Haguenau",HTP,HTP
335,LANDERSHEIM,"24,8","30,6","62,2","85,6","103,6","114,2","140,7","58,2",79,"85,8",HTP,HTP,"CH,Haguenau"
241,LANDSER,"76,6","96,1",38,"9,4","38,5","100,8","195,7","139,2",160,"139,7","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
758,LANGENSOULTZBACH,"43,1","25,1","89,2","112,5","130,5","141,5","167,9","83,2","106,3","113,2","CH,Haguenau",HTP,HTP
843,LAPOUTROIE,"63,1","82,7","20,7","51,2","64,9","72,3","151,5","125,7","132,7","96,6","CH,Colmar","CH,Colmar","CH,Mulhouse"
466,LARGITZEN,"97,8","117,3",59,"30,4",40,"105,5","200,5","160,4","181,1","144,4","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
169,LAUBACH,"33,1","16,8","79,2","102,5","120,5","131,5",158,"75,5","96,4",103,"CH,Haguenau",HTP,HTP
486,LAUTENBACH,74,"93,6","28,7",28,"40,5","88,5","183,6","136,6","157,4","127,4","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
290,LAUTENBACHZELL,75,"94,5","29,7",29,"41,5","88,2","183,2","137,6","158,4","127,1","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
237,LAUTERBOURG,"38,9","35,4",85,"104,6","122,6","146,5","172,9","90,5","111,3","118,2","CH,Haguenau",HTP,HTP
61,LAUW,"86,5",106,"41,6","26,5","23,3","79,5","174,4","149,1","155,7","118,4","CH,Belfort","CH,Belfort","CH,Mulhouse"
624,LE BONHOMME,"68,1","87,6","25,6","56,1","69,9","66,4","145,6","130,7","126,8","90,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
511,LE HAUT SOULTZBACH,"87,7","107,2","42,6","27,8","22,7","83,6","178,6","150,3","159,8","122,5","CH,Belfort","CH,Belfort","CH,Mulhouse"
50,LE HOHWALD,"37,3","56,8","43,9",67,85,"96,3",154,"99,9","120,6","99,3",HTP,HTP,"CH,Colmar"
749,LEIMBACH,"81,8","101,3","36,5","23,7",31,"77,2","172,1","144,4","153,5","116,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
209,LEMBACH,"45,5","27,5","91,5","114,9","132,9","143,9","170,3","79,8","108,6","115,5","CH,Haguenau",HTP,HTP
534,LEUTENHEIM,"31,5","27,7","77,5","98,6","116,7","139,1","165,6","83,1","103,9","110,7","CH,Haguenau",HTP,HTP
89,LEVONCOURT,"110,5","130,1","72,2","48,2","45,5","110,7","205,6","173,2","186,9","149,6","CH,Belfort","CH,Belfort","CH,Mulhouse"
286,LEYMEN,"93,1","112,6","54,5","38,4","59,3","122,1","215,2","155,7","176,4","160,3","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
314,LICHTENBERG,"46,8","40,4","92,9","116,2","134,2","131,9","158,4","71,8","92,5","103,5","CH,Haguenau",HTP,HTP
623,LIEBENSWILLER,"95,6","115,1",57,"40,9","61,7","124,6","217,7","158,2","178,9","162,8","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
706,LIEBSDORF,"108,1","127,6","69,5","41,1","46,8",112,"206,9","170,7","188,2","150,9","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
17,LIEPVRE,"44,2","63,8","31,2","54,3","72,4","77,2","142,2","106,9","123,5","87,5","CH,Colmar","CH,Colmar",HTP
45,LIGSDORF,"102,1","121,6","63,7","41,3","52,9","118,1",213,"164,7","185,4",157,"CH,Mulhouse","CH,Mulhouse","CH,Belfort"
125,LIMERSHEIM,"17,8","37,4","42,5","65,9","83,9","111,8","167,5",85,"105,9","112,5",HTP,HTP,"CH,Haguenau"
157,LINGOLSHEIM,"8,5","28,4",46,"69,3","87,3","115,2","158,5",76,"96,9","103,6",HTP,HTP,"CH,Haguenau"
796,LINSDORF,"93,8","113,4","55,3","39,2",56,"122,3","215,8","156,5","177,2","161,1","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
575,LINTHAL,"76,4","95,9","31,1","30,4","42,9","86,2","181,2",139,"159,8",125,"CH,Mulhouse","CH,Mulhouse","CH,Colmar"
59,LIPSHEIM,"13,5","33,1",44,"67,2","85,2","113,1","163,1","80,7","101,5","108,4",HTP,HTP,"CH,Haguenau"
856,LITTENHEIM,"28,5",27,"68,3","91,6","109,6","115,5",142,"59,5","80,2","87,1","CH,Haguenau",HTP,HTP
391,LIXHAUSEN,"24,1","19,5","70,2","93,5","111,5","115,1","141,6","59,1","79,9","86,8","CH,Haguenau",HTP,HTP
725,LOBSANN,"43,8","25,4","89,9","113,2","131,2","142,2","168,6","86,2",107,"113,9","CH,Haguenau",HTP,HTP
411,LOCHWILLER,30,"33,4","62,7","86,1","104,1",112,"138,5",56,"76,7","83,6",HTP,HTP,"CH,Haguenau"
121,LOGELHEIM,"51,8","71,4","13,5","28,6","46,6","98,6","173,9","114,4","135,4",119,"CH,Colmar","CH,Colmar","CH,Mulhouse"
420,LOHR,"49,7","45,1","89,9","113,2","131,2","108,6",135,"42,6","63,4","80,2","CH,Forbach","CH,Forbach","CH,Haguenau"
208,LORENTZEN,54,"49,4","94,1","117,4","135,5","115,2","139,5","38,4","59,1","86,8","CH,Forbach","CH,Forbach","CH,Haguenau"
2,LUCELLE,"109,7","129,2","71,3","48,9",45,"110,2","205,1","172,3","186,4","149,1","CH,Belfort","CH,Belfort","CH,Mulhouse"
678,LUEMSCHWILLER,"84,1","103,7","45,6","16,8","34,9","99,4","194,3","146,7","167,5","138,3","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
559,LUPSTEIN,"29,9","25,8","69,8","93,1","111,1","113,9","140,4","57,9","78,7","85,5","CH,Haguenau",HTP,HTP
350,LUTTENBACH-PRES-MUNSTER,"66,5",86,20,"50,8","62,8","72,9","167,4","129,1","148,7","111,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
414,LUTTER,"99,6","119,1",61,"44,9","60,4","125,5","220,5","162,2","182,9","164,4","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
779,LUTTERBACH,"70,9","90,4","32,3","10,5","24,8","85,1",180,"133,5","154,3",124,"CH,Mulhouse","CH,Mulhouse","CH,Belfort"
809,LUTZELHOUSE,"34,2","53,7","53,4","76,7","94,8","94,5","151,2","87,8","108,5","96,5",HTP,HTP,"CH,Colmar"
191,MACKENHEIM,"46,3","65,8","26,9","48,9","66,9","103,2","168,2","108,9","129,6","113,4","CH,Colmar","CH,Colmar",HTP
85,MACKWILLER,"51,7","47,1",92,"115,1","133,2","112,9","137,2","36,1","56,8","84,5","CH,Forbach","CH,Forbach","CH,Haguenau"
775,MAENNOLSHEIM,"27,5","32,3",62,"85,3","103,4","110,9","137,3","54,9","75,6","82,5",HTP,HTP,"CH,Haguenau"
629,MAGNY,"97,5",117,"55,7","36,7",23,"95,9","190,9","160,1","172,1","134,8","CH,Belfort","CH,Belfort","CH,Mulhouse"
102,MAGSTATT-LE-BAS,"80,1","99,7","41,6","15,1","44,3","106,6","201,6","142,7","163,7","145,4","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
126,MAGSTATT-LE-HAUT,"81,9","101,5","43,4","17,1","46,2","108,5","203,5","144,6","165,5","147,4","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
447,MAISONSGOUTTE,42,"61,6","35,4","58,7","76,8","85,3","148,6","104,6","125,4","93,8","CH,Colmar","CH,Colmar",HTP
342,MALMERSPACH,"89,2","108,7","43,9","31,1","38,4",66,161,"151,8","142,2","104,8","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
615,MANSPACH,"91,4","110,9","49,6","30,6","25,8","99,1","194,1",154,"174,7","137,9","CH,Belfort","CH,Belfort","CH,Mulhouse"
524,MARCKOLSHEIM,46,"65,5","23,1","45,1","63,1","102,9",168,"108,6","129,3","113,1","CH,Colmar","CH,Colmar","CH,Mulhouse"
33,MARLENHEIM,"17,2","37,9",52,"75,1","93,2","120,1","146,5","64,1","84,9","91,8",HTP,HTP,"CH,Haguenau"
561,MARMOUTIER,"27,2","30,9",60,"83,3","101,3","109,5",136,"53,5","74,3","81,2",HTP,HTP,"CH,Haguenau"
469,MASEVAUX-NIEDERBRUCK,"89,5",109,"44,4","29,5","24,3","76,7","171,7","152,1","152,9","115,6","CH,Belfort","CH,Belfort","CH,Mulhouse"
544,MATZENHEIM,22,"41,5","35,6","58,9",77,"104,9","169,9","89,2","109,9","115,1",HTP,HTP,"CH,Colmar"
480,MEISTRATZHEIM,21,"40,6","37,9","61,2","79,2","107,2",166,"83,5","104,2","111,1",HTP,HTP,"CH,Colmar"
815,MELSHEIM,"26,2","21,6","72,3","95,6","113,6","115,7","142,2","59,7","80,4","87,3","CH,Haguenau",HTP,HTP
153,MEMMELSHOFFEN,"43,6","25,1","89,6",113,131,142,"168,4",86,"106,9","113,5","CH,Haguenau",HTP,HTP
835,MENCHHOFFEN,"34,5","27,6","80,6","103,9","121,9",121,"147,5","64,5","85,3","92,6","CH,Haguenau",HTP,HTP
451,MERKWILLER-PECHELBRONN,"40,6","22,1","86,6",110,128,139,"165,4",83,"103,7","110,6","CH,Haguenau",HTP,HTP
360,MERTZEN,"97,1","116,6","55,3","32,2","31,5","104,8","199,8","159,7","180,4","143,6","CH,Belfort","CH,Belfort","CH,Mulhouse"
147,MERTZWILLER,"29,6","13,3","75,6",99,117,"127,8","154,3","71,8","92,7","99,4","CH,Haguenau",HTP,HTP
757,MERXHEIM,"61,9","81,4","20,6","23,5","35,5","92,1","183,9","124,5","145,3","129,1","CH,Colmar","CH,Colmar","CH,Mulhouse"
232,METZERAL,71,"90,5","24,5","55,3","67,3","77,4","171,8","133,6","153,2","115,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
82,MEYENHEIM,"56,4",76,"18,1","24,2","40,9","97,5","178,4",119,"139,8","123,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
239,MICHELBACH-LE-BAS,"81,1","100,6","42,5","26,4","47,2",110,203,"143,7","164,4","148,3","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
440,MICHELBACH-LE-HAUT,"85,3","104,8","46,7","30,6","51,5","114,3","207,4","147,9","168,7","152,5","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
104,MIETESHEIM,"34,3","17,9","80,3","103,7","121,7","129,7","156,1","73,7","94,6","101,2","CH,Haguenau",HTP,HTP
56,MINVERSHEIM,"22,2","15,6","68,5","91,6","109,6","113,2","139,6","57,2",78,"84,8","CH,Haguenau",HTP,HTP
426,MITTELBERGHEIM,"25,8","45,3","32,2","55,5","73,6","101,3","166,3","88,4","109,2","111,5",HTP,HTP,"CH,Colmar"
683,MITTELHAUSBERGEN,"5,2","23,7","53,8","77,2","95,2","123,1","153,8","71,4","92,1",99,HTP,HTP,"CH,Haguenau"
549,MITTELSCHAEFFOLSHEIM,"17,7",18,"65,5","88,9","106,9","123,7","150,2","67,7","88,5","95,4",HTP,HTP,"CH,Haguenau"
438,MITTELWIHR,"47,3","66,8","12,1","38,9","56,4","88,8","161,5","109,9","130,6","106,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
64,MITTLACH,"75,4",95,"29,2","59,7","71,7","81,9","176,3","138,1","157,6","120,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
287,MITZACH,"91,4","110,9","46,1","33,3","40,6","64,8","159,8",154,141,"103,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
545,MOERNACH,"103,4",123,"64,9","36,1","45,9","111,1","206,1","166,1","186,8",150,"CH,Mulhouse","CH,Mulhouse","CH,Belfort"
74,MOLLAU,95,"114,5","49,9","36,9","44,2","61,2","156,1","157,6","137,4","100,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
448,MOLLKIRCH,"30,6","50,1","47,6",71,89,104,"161,2","84,8","105,6","106,4",HTP,HTP,"CH,Colmar"
19,MOLSHEIM,"22,7","42,2","41,2","64,3","82,4","109,6","154,7","72,4","93,1",100,HTP,HTP,"CH,Colmar"
323,MOMMENHEIM,"18,5","11,9","64,6","87,9",106,"116,3","142,8","60,3","81,1",88,"CH,Haguenau",HTP,HTP
627,MONSWILLER,"31,7","27,1","67,6","90,9",109,"105,7","132,2","49,7","70,5","77,3","CH,Haguenau",HTP,HTP
218,MONTREUX-JEUNE,"98,2","117,8","56,9","38,3","20,3","93,6","188,5","160,8","169,8","132,5","CH,Belfort","CH,Belfort","CH,Mulhouse"
507,MONTREUX-VIEUX,96,"115,5","54,6",36,18,"91,3","186,3","158,6","167,5","130,2","CH,Belfort","CH,Belfort","CH,Mulhouse"
456,MOOSCH,"86,6","106,1","41,3","28,5","35,8","65,7","160,7","149,2",142,"104,6","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
202,MOOSLARGUE,"104,8","124,3","66,2","37,5","41,6","106,8","201,7","167,4",183,"145,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
583,MORSBRONN-LES-BAINS,"33,7","15,7","79,7","103,1","121,1","132,1","158,6","76,1","96,8","103,7","CH,Haguenau",HTP,HTP
412,MORSCHWILLER,"26,6","17,5","72,6",96,114,"119,8","146,3","63,8","84,5","91,4","CH,Haguenau",HTP,HTP
449,MORSCHWILLER-LE-BAS,"72,5",92,"33,9","10,1","25,5","87,8","182,8","135,1","155,9","126,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
416,MOTHERN,"37,1","33,7","83,2","102,8","120,8","144,8","171,3","88,8","109,5","116,4","CH,Haguenau",HTP,HTP
46,MUESPACH,"90,1","109,7","51,8","32,7","52,1","118,4","212,1","152,8","173,5","157,3","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
742,MUESPACH-LE-HAUT,89,"108,6","50,4","31,6","54,6",118,211,"151,6","172,4","156,3","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
369,MUHLBACH-SUR-BRUCHE,"33,7","53,3",53,"76,3","94,3","94,5","151,7",88,"108,7","96,9",HTP,HTP,"CH,Colmar"
336,MUHLBACH-SUR-MUNSTER,"68,8","88,4","22,4","53,2","65,1","75,3","169,8","131,4",151,"113,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
166,MULHAUSEN,39,"28,4","85,1","108,4","126,4","127,5",154,"71,2","92,1","99,1","CH,Haguenau",HTP,HTP
6,MULHOUSE,"69,8","89,4","31,5","4,7","29,6","92,2","187,1","132,5","153,2","131,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
772,MUNCHHAUSEN,"35,7","32,2","81,8","101,4","119,4","143,4","169,8","87,4","108,1",115,"CH,Haguenau",HTP,HTP
634,MUNCHHOUSE,"65,7","85,2","27,1","24,6","42,7","105,5","187,7","128,3","149,1","132,9","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
145,MUNDOLSHEIM,"10,6","19,8","57,5","80,8","98,8","123,4","149,9","67,4","88,3","94,9",HTP,HTP,"CH,Haguenau"
597,MUNSTER,"64,4","83,9","17,9","48,7","60,7","70,9","165,4",127,"146,6","109,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
320,MUNTZENHEIM,"51,7","71,2","15,1","36,5","54,5","99,8","173,8","114,3","135,1","118,9","CH,Colmar","CH,Colmar","CH,Mulhouse"
291,MUNWILLER,"57,3","76,8","18,7","26,5","42,8","99,4","179,3","119,9","140,6","124,5","CH,Colmar","CH,Colmar","CH,Mulhouse"
92,MURBACH,"75,7","95,2","30,4","29,7","42,2","96,6","191,6","138,3","159,2","135,4","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
484,MUSSIG,"41,2","60,7","27,4","50,7","68,8","98,2","163,2","103,8","124,5","108,4","CH,Colmar","CH,Colmar",HTP
419,MUTTERSHOLTZ,"38,8","58,3","30,8","54,1","72,1","100,1","165,2","101,4","122,1","110,3","CH,Colmar","CH,Colmar",HTP
508,MUTZENHOUSE,"23,9","18,2",70,"93,3","111,4","115,6","142,1","59,6","80,4","87,3","CH,Haguenau",HTP,HTP
875,MUTZIG,"23,1","42,7","41,5","64,8","82,8","105,5","157,5",75,"95,8","102,6",HTP,HTP,"CH,Colmar"
83,NAMBSHEIM,68,"87,5","29,9","33,5","51,5","114,4",190,"130,6","151,3","135,2","CH,Colmar","CH,Colmar","CH,Mulhouse"
204,NATZWILLER,"47,6","67,1","62,6","85,9",104,"89,4","146,5","101,8","122,5","91,8",HTP,HTP,"CH,Colmar"
691,NEEWILLER-PRES-LAUTERBOURG,40,"36,5",86,"105,6","123,6","147,6",174,"91,6","112,3","119,2","CH,Haguenau",HTP,HTP
259,NEUBOIS,"38,6","58,2","27,7",51,"69,1","88,6","153,5","101,2",122,"98,8","CH,Colmar","CH,Colmar",HTP
790,NEUF-BRISACH,"56,3","75,9",18,"36,5","54,6","103,1","178,3","118,9","139,7","123,6","CH,Colmar","CH,Colmar","CH,Mulhouse"
295,NEUGARTHEIM-ITTLENHEIM,"19,8","32,7","61,6","84,9","102,9","122,4","148,9","66,4","87,1",94,HTP,HTP,"CH,Haguenau"
409,NEUHAEUSEL,34,"30,2","80,1","97,3","115,3","141,6","168,1","85,7","106,4","113,3","CH,Haguenau",HTP,HTP
193,NEUVE-EGLISE,"38,6","58,2","30,9","54,3","72,3","87,4","152,4","101,3",122,"97,6","CH,Colmar","CH,Colmar",HTP
656,NEUVILLER-LA-ROCHE,"47,3","66,8","62,3","85,6","103,7","89,1","146,2","101,5","122,2","91,5",HTP,HTP,"CH,Colmar"
858,NEUWILLER,"86,7","106,3","48,2","32,1","52,9","115,7","208,8","149,4","170,1",154,"CH,Mulhouse","CH,Mulhouse","CH,Colmar"
300,NEUWILLER-LES-SAVERNE,"38,5","33,9","76,5","99,8","117,8","112,6","139,1","56,6","77,4","84,3","CH,Haguenau",HTP,HTP
352,NIEDERBRONN-LES-BAINS,"40,1","23,8","86,1","109,5","127,5","138,5",165,"68,3","99,5","110,1","CH,Haguenau",HTP,HTP
475,NIEDERENTZEN,55,"74,6","16,5","23,5","41,5","101,6","177,1","117,6","138,4","122,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
649,NIEDERHASLACH,"32,6","52,1","51,8","75,1","93,2","101,7","158,5","80,6","101,4","103,7",HTP,HTP,"CH,Colmar"
161,NIEDERHAUSBERGEN,7,"21,5","55,1","78,4","96,4","124,3","151,6","69,1",90,"96,7",HTP,HTP,"CH,Haguenau"
527,NIEDERHERGHEIM,"53,1","72,7","14,6","26,6","44,6","99,3","175,2","115,7","136,5","120,4","CH,Colmar","CH,Colmar","CH,Mulhouse"
766,NIEDERLAUTERBACH,"41,1","37,7","87,2","106,8","124,8","148,8","175,2","92,8","113,5","120,4","CH,Haguenau",HTP,HTP
553,NIEDERMODERN,"32,2","17,5","78,2","101,5","119,6","123,3","149,8","67,3",88,"94,9","CH,Haguenau",HTP,HTP
132,NIEDERMORSCHWIHR,"53,8","73,4","9,1","40,4","53,4","87,8","169,7","116,4","137,3","114,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
849,NIEDERNAI,20,"39,6","35,2","58,5","76,5","104,4",165,"82,5","103,2","110,1",HTP,HTP,"CH,Colmar"
470,NIEDERROEDERN,"35,2","31,7","81,3","100,9","118,9","142,9","169,4","86,9","107,6","114,5","CH,Haguenau",HTP,HTP
654,NIEDERSCHAEFFOLSHEIM,"20,2",7,"66,3","89,6","107,6","118,6",145,"62,6","83,4","90,3","CH,Haguenau",HTP,HTP
98,NIEDERSOULTZBACH,"33,9","29,3","79,9","103,3","121,3","119,5","145,9","61,4","82,3",91,"CH,Haguenau",HTP,HTP
728,NIEDERSTEINBACH,"53,6","35,6","99,7",123,141,152,"178,4","71,6","102,8","123,7","CH,Haguenau",HTP,HTP
421,NIFFER,"77,4","96,9","38,8","23,1","42,7","105,5","199,5",140,"160,8","144,4","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
81,NORDHEIM,"18,8","36,5","54,3","77,5","95,5","122,4","149,3","66,9","87,7","94,6",HTP,HTP,"CH,Haguenau"
261,NORDHOUSE,"17,2","36,7","42,5","65,8","83,8","111,8","166,7","84,3","105,1",112,HTP,HTP,"CH,Haguenau"
795,NOTHALTEN,"31,6","51,1","33,4","56,7","74,7","98,4","163,3","94,2","114,9","108,6",HTP,HTP,"CH,Colmar"
543,OBENHEIM,"27,3","46,9","44,9","68,3","86,3","114,2",177,"94,5","115,2","122,1",HTP,HTP,"CH,Colmar"
24,OBERBRONN,"40,7","24,4",87,"110,1","128,2","137,9","164,3","70,4","100,3","109,5","CH,Haguenau",HTP,HTP
861,OBERBRUCK,96,"115,5","50,8",36,"31,5","69,4","164,4","158,6","145,6","108,3","CH,Belfort","CH,Belfort","CH,Mulhouse"
821,OBERDORF-SPACHBACH,"41,5","23,5","87,6","110,9","128,9","139,9","166,4","82,6","104,7","111,5","CH,Haguenau",HTP,HTP
441,OBERENTZEN,"55,9","75,5","17,4","24,4","42,4","102,5",178,"118,5","139,3","123,2","CH,Colmar","CH,Colmar","CH,Mulhouse"
361,OBERHASLACH,"34,1","53,7","53,4","76,7","94,7","103,2","160,1","79,5","100,3","105,3",HTP,HTP,"CH,Colmar"
652,OBERHAUSBERGEN,"4,5","25,6","52,1","75,5","93,5","121,4","155,6","73,2",94,"100,9",HTP,HTP,"CH,Haguenau"
686,OBERHERGHEIM,"54,5",74,"15,9",26,44,"100,6","176,4","117,1","137,8","121,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
847,OBERHOFFEN-LES-WISSEMBOURG,"52,9","34,5",99,"121,9","139,9","151,3","177,8","93,5","116,1",123,"CH,Haguenau",HTP,HTP
513,OBERHOFFEN-SUR-MODER,26,12,"72,1","95,4","113,4","129,6","156,1","73,6","94,4","101,2","CH,Haguenau",HTP,HTP
137,OBERLARG,"106,9","126,5","68,4","46,2","49,1","114,3","209,3","169,6","190,5","153,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
596,OBERLAUTERBACH,"40,7","37,2","86,8","106,4","124,4","148,4","174,8","92,4","113,1",120,"CH,Haguenau",HTP,HTP
774,OBERMODERN-ZUTZENDORF,"31,5","24,1","77,5","100,9","118,9",120,"146,4",64,"84,8","91,7","CH,Haguenau",HTP,HTP
395,OBERMORSCHWIHR,"58,3","77,9","12,5","30,2","42,2","93,9","177,7","120,9","141,7","122,9","CH,Colmar","CH,Colmar","CH,Mulhouse"
765,OBERMORSCHWILLER,"87,9","107,5","49,4","15,2",41,"106,6","201,5","150,6","171,3","145,5","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
163,OBERNAI,22,"41,5","35,7",59,77,105,"165,8","83,3","104,2","110,9",HTP,HTP,"CH,Colmar"
304,OBERROEDERN,"44,3","26,8","90,4",110,128,"143,6","170,1","87,6","108,4","115,3","CH,Haguenau",HTP,HTP
246,OBERSAASHEIM,"61,2","80,8","22,9","40,2","58,2",108,"183,2","123,8","144,6","128,5","CH,Colmar","CH,Colmar","CH,Mulhouse"
317,OBERSCHAEFFOLSHEIM,"8,2","28,9","50,8","74,2","92,2","120,1","158,8","76,4","97,1",104,HTP,HTP,"CH,Haguenau"
829,OBERSOULTZBACH,"34,4","29,8","80,4","103,8","121,8","119,5",146,"59,7","80,4","91,1","CH,Haguenau",HTP,HTP
657,OBERSTEINBACH,"55,8","37,8","101,8","125,2","143,2","154,2","180,6","69,4","100,6","125,8","CH,Haguenau",HTP,HTP
852,ODEREN,"94,7","114,3","49,5","36,6","43,9","61,6","156,6","157,3","137,8","100,5","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
669,ODRATZHEIM,"18,4","39,2","48,4","71,7","89,7","116,7","147,9","65,5","86,3","93,2",HTP,HTP,"CH,Haguenau"
73,OERMINGEN,"58,1","53,6","98,5","121,6","139,7","119,3","135,5","34,4","55,1",91,"CH,Forbach","CH,Forbach","CH,Haguenau"
